Package_ID,Applicant_Name,Tax_ID_Extracted,Tax_ID_Siebel,Asset_Class,Equipment_Make,Equipment_Model,Invoice_Amount,Approved_Limit,Extraction_Confidence,Validation_Status,HITL_Routing_Required,Discrepancy_Reason,Dataset_Split,Override_Permitted
PKG-10204,Frontier Builders Group Ltd,75-1978869,75-1978869,Medical,Siemens Healthineers,Magnetom Sola MRI,"$171,407.00","$176,762.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10205,Frontier Builders Group Corp,61-5571768,61-5571768,Agriculture,Kubota,M8 Series Tractor,"$181,695.00","$191,184.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10206,Discovery Leasing Corp,39-5645869,39-5645869,Heavy Equipment,Komatsu,PC210 Excavator,"$146,574.00","$161,457.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10207,Cascade Retailers Ltd,66-7957727,66-7957727,Heavy Equipment,Caterpillar,320 Excavator,"$121,109.00","$135,149.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10208,Aero Dynamics Corp LLC,97-4892321,97-4892321,Commercial Printing,Xerox,Iridesse Production Press,"$141,684.00","$152,653.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10209,Summit Agro Solutions Inc,63-1162119,63-1162119,Heavy Equipment,Komatsu,PC210 Excavator,"$146,958.00","$161,238.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10210,Wildwood Hospitality LLC,81-8456473,81-8456473,Medical,Philips,Epiq Elite Ultrasound,"$211,621.00","$219,087.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10211,Nexus Food Distribution Ltd,12-5190696,12-5190696,Medical,Siemens Healthineers,Somatom Go.Now CT,"$320,567.00","$331,379.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10212,Jubilee Commercial Group LLC,64-1625708,64-1625708,Heavy Equipment,Caterpillar,D6 Dozer,"$95,891.00","$102,706.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10213,Delta Medical Center Inc,47-3952308,47-3952308,IT Hardware,Dell Technologies,PowerEdge R750 Server Rack,"$23,555.00","$37,807.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10214,Zenith IT Services Corp,74-1715726,74-1715726,Agriculture,John Deere,S770 Combine Harvester,"$125,717.00","$133,001.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10215,Omni Health Systems Corp,98-6382236,98-6382236,IT Hardware,NetApp,FAS2750 Storage Array,"$19,743.00","$30,625.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10216,Genesis Power Group LLC,63-5150514,63-5150514,Commercial Printing,Konica Minolta,AccurioPress C14000,"$101,106.00","$112,862.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10217,United Quarry & Dredge LLC,60-5572711,60-5572711,Medical,Hologic,3Dimension Mammography,"$281,267.00","$291,495.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10218,Delta Medical Center Inc,81-2578093,81-2578093,Medical,GE Healthcare,Revolution CT,"$190,817.00","$197,220.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10219,Quantum Printing Corp LLC,81-8298501,81-8298501,Heavy Equipment,Case,580 Super N Backhoe,"$180,832.00","$193,152.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10220,Wildwood Hospitality Corp,61-2546175,61-2546175,Medical,Hologic,3Dimension Mammography,"$281,509.00","$294,598.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10221,Horizon Tech Labs Ltd,40-1590926,40-1590926,Heavy Equipment,Komatsu,PC210 Excavator,"$146,984.00","$157,566.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10222,Zenith IT Services LLC,34-8659774,34-8659774,Medical,Philips,Epiq Elite Ultrasound,"$211,857.00","$216,950.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10223,Empire Millers Ltd,24-9003660,24-9003660,IT Hardware,NetApp,FAS2750 Storage Array,"$18,556.00","$23,830.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10224,Delta Medical Center Ltd,25-8457957,25-8457957,Medical,Siemens Healthineers,Magnetom Sola MRI,"$171,755.00","$178,806.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10225,Zenith IT Services LLC,47-6701609,47-6701609,Heavy Equipment,Komatsu,PC210 Excavator,"$146,750.00","$156,338.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10226,Frontier Builders Group Inc,89-7962709,89-7962709,Commercial Printing,Canon,imagePRESS C10010VP,"$115,550.00","$123,292.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10227,Keystone Excavation Ltd,30-1795517,30-1795517,Commercial Printing,Komori,Lithrone G40,"$161,951.00","$174,703.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10228,Falcon Heavy Industries Ltd,94-7948749,94-7948749,Heavy Equipment,Caterpillar,320 Excavator,"$121,376.00","$132,453.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10229,Frontier Builders Group LLC,61-6462963,61-6462963,Heavy Equipment,Case,580 Super N Backhoe,"$181,955.00","$194,390.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10230,Vanguard Dental Group LLC,90-8615900,90-8615900,Agriculture,John Deere,8R 370 Tractor,"$85,827.00","$96,163.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10231,Discovery Leasing LLC,22-9504159,22-9504159,Medical,Philips,Epiq Elite Ultrasound,"$210,553.00","$220,874.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10232,Frontier Builders Group Ltd,17-2778472,17-2778472,Commercial Printing,Xerox,Iridesse Production Press,"$141,119.00","$153,828.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10233,Keystone Excavation Inc,78-9430935,78-9430935,Medical,Siemens Healthineers,Magnetom Sola MRI,"$170,864.00","$180,093.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10234,United Quarry & Dredge Corp,93-3173070,93-3173070,IT Hardware,Cisco Systems,Catalyst 9300 Switch Stack,"$26,673.00","$41,345.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10235,Quantum Printing Corp Corp,42-8074217,42-8074217,Heavy Equipment,Komatsu,PC210 Excavator,"$146,800.00","$154,891.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10236,Frontier Builders Group LLC,77-3149856,77-3149856,Medical,Siemens Healthineers,Somatom Go.Now CT,"$320,905.00","$332,921.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10237,Keystone Excavation Inc,61-9607740,61-9607740,Medical,GE Healthcare,Revolution CT,"$191,658.00","$200,049.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10238,Zenith IT Services Corp,47-3938565,47-3938565,Agriculture,Kubota,M8 Series Tractor,"$181,250.00","$188,814.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10239,Infinite Retail Systems Corp,47-4115627,47-4115627,Commercial Printing,Canon,imagePRESS C10010VP,"$116,815.00","$123,102.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10240,Zenith IT Services Corp,22-9315470,22-9315470,Commercial Printing,Komori,Lithrone G40,"$160,507.00","$168,219.00",97.00%,Passed,FALSE,None. All deterministic validation checks passed successfully.,Happy Path,N/A
PKG-10241,Aero Dynamics Corp LLC,87-2021420,87-2021420,IT Hardware,Cisco Systems,Catalyst 9300 Switch Stack,"$26,443.00","$38,596.00",80.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (80.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10242,Horizon Tech Labs LLC,50-9378123,50-9378123,Heavy Equipment,Caterpillar,D6 Dozer,"$96,751.00","$103,341.00",74.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (74.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10243,Delta Medical Center Corp,33-2029957,33-2029957,IT Hardware,NetApp,FAS2750 Storage Array,"$19,562.00","$32,387.00",74.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (74.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10244,Genesis Power Group Ltd,64-5796646,64-5796646,Agriculture,Kubota,M8 Series Tractor,"$181,612.00","$192,141.00",73.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (73.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10245,BlueSky Logistics Corp,98-6798691,98-6798691,Heavy Equipment,Caterpillar,320 Excavator,"$121,301.00","$131,880.00",70.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (70.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10246,Benchmark Diagnostics Inc,12-3175019,12-3175019,Agriculture,Kubota,M8 Series Tractor,"$181,471.00","$188,262.00",71.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (71.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10247,Discovery Leasing Inc,21-2542372,21-2542372,Medical,Hologic,3Dimension Mammography,"$281,225.00","$293,782.00",82.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (82.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10248,Liberty Builders Ltd,11-6445095,11-6445095,Agriculture,John Deere,S770 Combine Harvester,"$126,102.00","$136,804.00",82.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (82.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10249,Keystone Excavation Ltd,92-7953765,92-7953765,Agriculture,John Deere,8R 370 Tractor,"$85,979.00","$95,550.00",82.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (82.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10250,Vanguard Dental Group Inc,70-5099482,70-5099482,IT Hardware,NetApp,FAS2750 Storage Array,"$18,739.00","$32,988.00",71.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (71.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10251,Pioneer Shipping Group LLC,85-5734842,85-5734842,Commercial Printing,Komori,Lithrone G40,"$161,597.00","$167,660.00",74.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (74.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10252,Genesis Power Group Inc,49-8161287,49-8161287,Medical,Philips,Epiq Elite Ultrasound,"$211,543.00","$217,607.00",76.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (76.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10253,Aero Dynamics Corp LLC,78-9271853,78-9271853,Agriculture,John Deere,8R 370 Tractor,"$86,177.00","$100,364.00",82.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (82.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10254,Apex Tech Systems LLC,48-2404756,48-2404756,Heavy Equipment,Case,580 Super N Backhoe,"$181,102.00","$186,182.00",80.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (80.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10255,Zenith IT Services LLC,95-1315017,95-1315017,IT Hardware,Cisco Systems,Catalyst 9300 Switch Stack,"$26,287.00","$40,048.00",75.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (75.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10256,Zenith IT Services LLC,12-8494195,12-8494195,Heavy Equipment,Case,580 Super N Backhoe,"$181,207.00","$190,871.00",84.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (84.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10257,Discovery Leasing LLC,62-9364604,62-9364604,Heavy Equipment,Bobcat,T76 Compact Track Loader,"$111,158.00","$121,217.00",75.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (75.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10258,Jubilee Commercial Group Ltd,79-3269193,79-3269193,Medical,Hologic,3Dimension Mammography,"$280,510.00","$289,355.00",81.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (81.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10259,Genesis Power Group LLC,26-4153317,26-4153317,IT Hardware,HPE,ProLiant DL380 Gen10,"$45,884.00","$59,013.00",74.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (74.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10260,Zenith IT Services Corp,85-2190503,85-2190503,Medical,Philips,Epiq Elite Ultrasound,"$210,567.00","$223,008.00",82.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (82.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10261,Cascade Retailers LLC,15-5812221,15-5812221,IT Hardware,Dell Technologies,PowerEdge R750 Server Rack,"$22,644.00","$32,502.00",78.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (78.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10262,Wildwood Hospitality Inc,71-9932668,71-9932668,Medical,Hologic,3Dimension Mammography,"$281,261.00","$295,648.00",72.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (72.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10263,Zenith IT Services LLC,19-3209560,19-3209560,Commercial Printing,Canon,imagePRESS C10010VP,"$116,787.00","$125,893.00",84.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (84.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10264,Vanguard Dental Group LLC,16-4371726,16-4371726,Commercial Printing,Xerox,Iridesse Production Press,"$141,868.00","$154,357.00",81.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (81.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10265,Aero Dynamics Corp Corp,56-3550146,56-3550146,Heavy Equipment,Caterpillar,D6 Dozer,"$95,690.00","$106,167.00",73.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (73.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10266,BlueSky Logistics LLC,58-4472955,58-4472955,Agriculture,New Holland,CR8.90 Combine,"$260,565.00","$271,589.00",77.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (77.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10267,Zenith IT Services Inc,30-9558767,30-9558767,Medical,Hologic,3Dimension Mammography,"$281,500.00","$287,348.00",79.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (79.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10268,Falcon Heavy Industries Corp,60-1102941,60-1102941,Commercial Printing,Xerox,Iridesse Production Press,"$141,686.00","$149,319.00",71.00%,Passed,TRUE,Low Extraction Confidence: Invoice_Amount (71.00%) due to smeared print over total.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10269,Wildwood Hospitality Inc,64-8516942,64-8516942,Medical,Siemens Healthineers,Magnetom Sola MRI,"$171,350.00","$177,662.00",84.00%,Passed,TRUE,Low Extraction Confidence: Equipment_Model (84.00%) due to handwritten correction over original text.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10270,Cascade Retailers Corp,69-6417893,69-6417893,Heavy Equipment,Bobcat,T76 Compact Track Loader,"$110,951.00","$121,485.00",83.00%,Passed,TRUE,Low Extraction Confidence: VIN_Number (83.00%) due to smudge.,Messy Set,Yes (Fuzzy match and visual verification required)
PKG-10271,Wildwood Hospitality Inc,12-1270578,12-1270578,Agriculture,John Deere,S770 Combine Harvester,"$125,000.00","$150,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10272,Wildwood Hospitality Inc,96-7813658,96-7813658,Medical,Hologic,3Dimension Mammography,"$280,000.00","$330,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10273,Genesis Power Group Ltd,40-7587748,40-7587748,Medical,Philips,Epiq Elite Ultrasound,"$210,000.00","$250,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10274,Benchmark Diagnostics LLC,35-1109369,35-1109369,Medical,Siemens Healthineers,Magnetom Sola MRI,"$170,000.00","$200,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10275,Zenith IT Services Corp,34-8083277,34-8083277,IT Hardware,HPE,ProLiant DL380 Gen10,"$45,000.00","$55,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10276,Jubilee Commercial Group Inc,24-8745644,24-8745644,Agriculture,New Holland,CR8.90 Combine,"$260,000.00","$300,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10277,Genesis Power Group Corp,92-4164311,92-4164311,Medical,GE Healthcare,Revolution CT,"$190,000.00","$220,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10278,Zenith IT Services Corp,25-3455518,25-3455518,Commercial Printing,Canon,imagePRESS C10010VP,"$115,000.00","$135,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10279,Benchmark Diagnostics Inc,77-1187689,77-1187689,Medical,GE Healthcare,Revolution CT,"$190,000.00","$220,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10280,Infinite Retail Systems LLC,16-1280625,16-1280625,IT Hardware,Dell Technologies,PowerEdge R750 Server Rack,"$22,000.00","$26,000.00",0.00%,Incomplete,TRUE,Package Incomplete: Credit Application is missing from the loan package folder in FileNet.,Discrepancy Set,No (Automatic Rejection - Mandatory document missing)
PKG-10281,United Quarry & Dredge LLC,13-3761005,13-3761005,Agriculture,John Deere,S770 Combine Harvester,"$125,319.00","$125,000.00",95.00%,Failed,TRUE,"Invoice amount ($125,319.00) exceeds Siebel approved_limit ($125,000.00) by $319.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10282,Matrix Industrial Corp Ltd,65-3276346,65-3276346,Commercial Printing,Konica Minolta,AccurioPress C14000,"$100,270.00","$100,000.00",95.00%,Failed,TRUE,"Invoice amount ($100,270.00) exceeds Siebel approved_limit ($100,000.00) by $270.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10283,Benchmark Diagnostics LLC,92-4494658,92-4494658,Commercial Printing,Konica Minolta,AccurioPress C14000,"$100,382.00","$100,000.00",95.00%,Failed,TRUE,"Invoice amount ($100,382.00) exceeds Siebel approved_limit ($100,000.00) by $382.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10284,Aero Dynamics Corp Corp,63-6043153,63-6043153,Commercial Printing,Canon,imagePRESS C10010VP,"$115,323.00","$115,000.00",95.00%,Failed,TRUE,"Invoice amount ($115,323.00) exceeds Siebel approved_limit ($115,000.00) by $323.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10285,Evergreen Agri Corp Ltd,40-3330897,40-3330897,Commercial Printing,Komori,Lithrone G40,"$160,284.00","$160,000.00",95.00%,Failed,TRUE,"Invoice amount ($160,284.00) exceeds Siebel approved_limit ($160,000.00) by $284.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10286,Discovery Leasing Inc,46-3174398,46-3174398,Medical,Siemens Healthineers,Somatom Go.Now CT,"$320,126.00","$320,000.00",95.00%,Failed,TRUE,"Invoice amount ($320,126.00) exceeds Siebel approved_limit ($320,000.00) by $126.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10287,Crescent Energy LLC Ltd,81-9861638,81-9861638,Medical,Siemens Healthineers,Somatom Go.Now CT,"$320,470.00","$320,000.00",95.00%,Failed,TRUE,"Invoice amount ($320,470.00) exceeds Siebel approved_limit ($320,000.00) by $470.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10288,Pioneer Shipping Group LLC,24-9532746,24-9532746,Medical,Siemens Healthineers,Magnetom Sola MRI,"$170,420.00","$170,000.00",95.00%,Failed,TRUE,"Invoice amount ($170,420.00) exceeds Siebel approved_limit ($170,000.00) by $420.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10289,Vanguard Dental Group LLC,89-1860796,89-1860796,Medical,GE Healthcare,Revolution CT,"$190,267.00","$190,000.00",95.00%,Failed,TRUE,"Invoice amount ($190,267.00) exceeds Siebel approved_limit ($190,000.00) by $267.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10290,BlueSky Logistics Inc,16-2829450,16-2829450,Commercial Printing,Xerox,Iridesse Production Press,"$140,434.00","$140,000.00",95.00%,Failed,TRUE,"Invoice amount ($140,434.00) exceeds Siebel approved_limit ($140,000.00) by $434.00.",Discrepancy Set,Yes (Underwriter override allowed - Overage <= $500.00)
PKG-10291,Genesis Power Group Ltd,60-7759997,66-7958248,Heavy Equipment,Komatsu,PC210 Excavator,"$145,000.00","$160,000.00",95.00%,Failed,TRUE,Tax ID Mismatch: Extracted from invoice '60-7759997' does not match Siebel CRM profile Tax ID '66-7958248'.,Discrepancy Set,No (Required Compliance Check - Suspected fraud or input error)
PKG-10292,Delta Medical Center Corp,89-5833861,89-5833861,Agriculture,John Deere,S770 Combine Harvester,"$131,236.00","$125,000.00",95.00%,Failed,TRUE,"Invoice amount ($131,236.00) exceeds Siebel approved_limit ($125,000.00) by $6,236.00.",Discrepancy Set,No (Automatic Rejection - Overage exceeds $500.00 threshold)
PKG-10293,Evergreen Agri Corp Inc,14-3956220,32-3478773,IT Hardware,Dell Technologies,PowerEdge R750 Server Rack,"$22,000.00","$26,000.00",95.00%,Failed,TRUE,Tax ID Mismatch: Extracted from invoice '14-3956220' does not match Siebel CRM profile Tax ID '32-3478773'.,Discrepancy Set,No (Required Compliance Check - Suspected fraud or input error)
PKG-10294,Quantum Printing Corp Inc,65-3903377,65-3903377,Medical,Hologic,3Dimension Mammography,"$291,572.00","$280,000.00",95.00%,Failed,TRUE,"Invoice amount ($291,572.00) exceeds Siebel approved_limit ($280,000.00) by $11,572.00.",Discrepancy Set,No (Automatic Rejection - Overage exceeds $500.00 threshold)
PKG-10295,Aero Dynamics Corp Inc,87-8508612,46-6088580,IT Hardware,Cisco Systems,Catalyst 9300 Switch Stack,"$25,000.00","$30,000.00",95.00%,Failed,TRUE,Tax ID Mismatch: Extracted from invoice '87-8508612' does not match Siebel CRM profile Tax ID '46-6088580'.,Discrepancy Set,No (Required Compliance Check - Suspected fraud or input error)
PKG-10296,Genesis Power Group LLC,62-3550892,62-3550892,Agriculture,New Holland,CR8.90 Combine,"$275,195.00","$260,000.00",95.00%,Failed,TRUE,"Invoice amount ($275,195.00) exceeds Siebel approved_limit ($260,000.00) by $15,195.00.",Discrepancy Set,No (Automatic Rejection - Overage exceeds $500.00 threshold)
PKG-10297,Redwood Logistics Corp,79-6882515,69-3277074,Agriculture,Kubota,M8 Series Tractor,"$180,000.00","$210,000.00",95.00%,Failed,TRUE,Tax ID Mismatch: Extracted from invoice '79-6882515' does not match Siebel CRM profile Tax ID '69-3277074'.,Discrepancy Set,No (Required Compliance Check - Suspected fraud or input error)
PKG-10298,Matrix Industrial Corp Ltd,95-2445082,95-2445082,Commercial Printing,Heidelberg,Speedmaster XL 75,"$74,876.00","$55,000.00",95.00%,Failed,TRUE,"Invoice amount ($74,876.00) exceeds Siebel approved_limit ($55,000.00) by $19,876.00.",Discrepancy Set,No (Automatic Rejection - Overage exceeds $500.00 threshold)
PKG-10299,Keystone Excavation LLC,65-1732391,77-7956532,Commercial Printing,Konica Minolta,AccurioPress C14000,"$100,000.00","$115,000.00",95.00%,Failed,TRUE,Tax ID Mismatch: Extracted from invoice '65-1732391' does not match Siebel CRM profile Tax ID '77-7956532'.,Discrepancy Set,No (Required Compliance Check - Suspected fraud or input error)
PKG-10300,Empire Millers Corp,24-6401565,24-6401565,Agriculture,New Holland,CR8.90 Combine,"$276,719.00","$260,000.00",95.00%,Failed,TRUE,"Invoice amount ($276,719.00) exceeds Siebel approved_limit ($260,000.00) by $16,719.00.",Discrepancy Set,No (Automatic Rejection - Overage exceeds $500.00 threshold)
